line,part_number,part_number_description,images,attributes
SYL,7443RLEDBP2,7443 High Performance Red ZEVO LED Mini Bulb (Pack of 2),"'{""syl/7443rledbp_01_001.jpg"",""syl/7443rledbp_01_002.jpg"",""syl/7443rledbp_01_003.jpg"",""syl/7443rledbp_01_004.jpg"",""syl/7443rledbp_01_005.jpg"",""syl/7443rledbp_01_006.jpg"",""syl/7443rledbp_01_007.jpg"",""syl/7443rledbp_01_008.jpg"",""syl/7443rledbp_01_009.jpg"",""syl/7443rledbp_01_010.jpg"",""syl/7443rledbp_01_011.jpg"",""syl/7443rledbp_01_012.jpg"",""syl/7443rledbp_01_013.jpg"",""syl/7443rledbp_01_014.jpg"",""syl/7443rledbp_01_015.jpg"",""syl/7443rledbp_01_016.jpg"",""syl/7443rledbp_01_017.jpg"",""syl/7443rledbp_01_018.jpg"",""syl/7443rledbp_01_019.jpg"",""syl/7443rledbp_01_020.jpg"",""syl/7443rledbp_01_021.jpg"",""syl/7443rledbp_01_022.jpg"",""syl/7443rledbp_01_023.jpg"",""syl/7443rledbp_01_024.jpg"",""syl/sylvania-7443r-led-bp2-bop-es-02.jpg"",""syl/sylvania-7443r-led-bp2-brs-es-10.jpg"",""syl/sylvania-7443r-led-bp2-coc-es-08.jpg"",""syl/sylvania-7443r-led-bp2-dif-es-06.jpg"",""syl/sylvania-7443r-led-bp2-dtp-es-05.jpg"",""syl/sylvania-7443r-led-bp2-lil-es-07.jpg"",""syl/sylvania-7443r-led-bp2-mtf-es-04.jpg"",""syl/sylvania-7443r-led-bp2-opt-es-03.jpg"",""syl/sylvania-7443r-led-bp2-prm-es-01.jpg"",""syl/sylvania-7443r-led-bp2-wty-es-09.jpg""}'","[{""Package Quantity"" : ""2""}, {""Industry Number"" : ""7443""}, {""Base Type"" : ""T20DC""}, {""Street Legal"" : ""No""}, {""Wattage (W)"" : ""0.4 To 1.4 Watt""}, {""Overall Length (in)"" : ""1-13/16 Inch""}, {""Color"" : ""Red""}, {""Bulb Family"" : ""T10""}, {""Bulb Type"" : ""LED""}, {""Number Of Filaments"" : ""2""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""0.03, 0.11 Amp""}, {""Light Center Length (in)"" : ""1 Inch""}]"
SYL,7506LEDBP2,7506 High Performance White ZEVO LED Mini Bulb (Pack of 2),"'{""syl/7506ledbp_01_001.jpg"",""syl/7506ledbp_01_002.jpg"",""syl/7506ledbp_01_003.jpg"",""syl/7506ledbp_01_004.jpg"",""syl/7506ledbp_01_005.jpg"",""syl/7506ledbp_01_006.jpg"",""syl/7506ledbp_01_007.jpg"",""syl/7506ledbp_01_008.jpg"",""syl/7506ledbp_01_009.jpg"",""syl/7506ledbp_01_010.jpg"",""syl/7506ledbp_01_011.jpg"",""syl/7506ledbp_01_012.jpg"",""syl/7506ledbp_01_013.jpg"",""syl/7506ledbp_01_014.jpg"",""syl/7506ledbp_01_015.jpg"",""syl/7506ledbp_01_016.jpg"",""syl/7506ledbp_01_017.jpg"",""syl/7506ledbp_01_018.jpg"",""syl/7506ledbp_01_019.jpg"",""syl/7506ledbp_01_020.jpg"",""syl/7506ledbp_01_021.jpg"",""syl/7506ledbp_01_022.jpg"",""syl/7506ledbp_01_023.jpg"",""syl/7506ledbp_01_024.jpg"",""syl/sylvania-7506-led-bp2-brs-es-10.jpg"",""syl/sylvania-7506-led-bp2-coc-es-08.jpg"",""syl/sylvania-7506-led-bp2-dif-es-06.jpg"",""syl/sylvania-7506-led-bp2-dtp-es-05.jpg"",""syl/sylvania-7506-led-bp2-lil-es-07.jpg"",""syl/sylvania-7506-led-bp2-mtf-es-04.jpg"",""syl/sylvania-7506-led-bp2-opt-es-03.jpg"",""syl/sylvania-7506-led-bp2-prm-es-01.jpg"",""syl/sylvania-7506-led-bp2-wty-es-09.jpg""}'","[{""Overall Length (in)"" : ""2-1/16 Inch""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Wattage (W)"" : ""1.4 Watt""}, {""Amperage (A)"" : ""0.11 Amp""}, {""Bulb Diameter (in)"" : ""1 Inch""}, {""Light Center Length (in)"" : ""1-5/16 Inch""}, {""Base Type"" : ""P21WSC""}, {""Number Of Filaments"" : ""1""}, {""Color"" : ""Cool White""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Street Legal"" : ""No""}, {""Bulb Family"" : ""T20""}, {""Industry Number"" : ""7506""}, {""Bulb Type"" : ""LED""}]"
SYL,7506RLEDBP2,7506 High Performance Red ZEVO LED Mini Bulb (Pack of 2),"'{""syl/7506rled_01_001.jpg"",""syl/7506rled_01_002.jpg"",""syl/7506rled_01_003.jpg"",""syl/7506rled_01_004.jpg"",""syl/7506rled_01_005.jpg"",""syl/7506rled_01_006.jpg"",""syl/7506rled_01_007.jpg"",""syl/7506rled_01_008.jpg"",""syl/7506rled_01_009.jpg"",""syl/7506rled_01_010.jpg"",""syl/7506rled_01_011.jpg"",""syl/7506rled_01_012.jpg"",""syl/7506rled_01_013.jpg"",""syl/7506rled_01_014.jpg"",""syl/7506rled_01_015.jpg"",""syl/7506rled_01_016.jpg"",""syl/7506rled_01_017.jpg"",""syl/7506rled_01_018.jpg"",""syl/7506rled_01_019.jpg"",""syl/7506rled_01_020.jpg"",""syl/7506rled_01_021.jpg"",""syl/7506rled_01_022.jpg"",""syl/7506rled_01_023.jpg"",""syl/7506rled_01_024.jpg"",""syl/sylvania-7506r-led-bp2-brs-es-10.jpg"",""syl/sylvania-7506r-led-bp2-coc-es-08.jpg"",""syl/sylvania-7506r-led-bp2-dif-es-06.jpg"",""syl/sylvania-7506r-led-bp2-dtp-es-05.jpg"",""syl/sylvania-7506r-led-bp2-lil-es-07.jpg"",""syl/sylvania-7506r-led-bp2-mtf-es-04.jpg"",""syl/sylvania-7506r-led-bp2-opt-es-03.jpg"",""syl/sylvania-7506r-led-bp2-prm-es-01.jpg""}'","[{""Bulb Type"" : ""LED""}, {""Base Type"" : ""BA15s""}, {""Street Legal"" : ""Yes""}, {""Color"" : ""Red""}, {""Bulb Family"" : ""SC""}, {""Voltage (V)"" : ""12 Volt""}, {""Wattage (W)"" : ""1.5 Watt""}, {""Package Quantity"" : ""2""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Amperage (A)"" : ""0.12 Amp""}, {""Number Of Filaments"" : ""1""}, {""Overall Length (in)"" : ""2-1/16 Inch""}, {""Bulb Diameter (in)"" : ""1-1/16 Inch""}, {""Light Center Length (in)"" : ""1-1/4 Inch""}, {""Industry Number"" : ""7506R""}]"
SYL,912LEDBP2,912 LED Mini Bulb (Pack of 2),"'{""syl/921ledbp_01_001.jpg"",""syl/921ledbp_01_002.jpg"",""syl/921ledbp_01_003.jpg"",""syl/921ledbp_01_004.jpg"",""syl/921ledbp_01_005.jpg"",""syl/921ledbp_01_006.jpg"",""syl/921ledbp_01_007.jpg"",""syl/921ledbp_01_008.jpg"",""syl/921ledbp_01_009.jpg"",""syl/921ledbp_01_010.jpg"",""syl/921ledbp_01_011.jpg"",""syl/921ledbp_01_012.jpg"",""syl/921ledbp_01_013.jpg"",""syl/921ledbp_01_014.jpg"",""syl/921ledbp_01_015.jpg"",""syl/921ledbp_01_016.jpg"",""syl/921ledbp_01_017.jpg"",""syl/921ledbp_01_018.jpg"",""syl/921ledbp_01_019.jpg"",""syl/921ledbp_01_020.jpg"",""syl/921ledbp_01_021.jpg"",""syl/921ledbp_01_022.jpg"",""syl/921ledbp_01_023.jpg"",""syl/921ledbp_01_024.jpg"",""syl/sylvania-912-led-bp2-bop-es-02.jpg"",""syl/sylvania-912-led-bp2-brs-es-10.jpg"",""syl/sylvania-912-led-bp2-coc-es-08.jpg"",""syl/sylvania-912-led-bp2-dif-es-06.jpg"",""syl/sylvania-912-led-bp2-dtp-es-05.jpg"",""syl/sylvania-912-led-bp2-lil-es-07.jpg"",""syl/sylvania-912-led-bp2-mtf-es-04.jpg"",""syl/sylvania-912-led-bp2-opt-es-03.jpg"",""syl/sylvania-912-led-bp2-prm-es-01.jpg"",""syl/sylvania-912-led-bp2-wty-es-09.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Color"" : ""Cool White""}, {""Base Type"" : ""W16W""}, {""Overall Length (in)"" : ""1-3/8 Inch""}, {""Industry Number"" : ""912""}, {""Street Legal"" : ""No""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""Amperage (A)"" : ""0.22 Amp""}, {""Wattage (W)"" : ""2.8 Watt""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""LED""}, {""Bulb Family"" : ""T5""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Bulb Diameter (in)"" : ""5/8 Inch""}]"
SYL,921LEDBP2,921 High Performance White ZEVO LED Mini Bulb (Pack of 2),"'{""syl/921ledbp_01_001.jpg"",""syl/921ledbp_01_002.jpg"",""syl/921ledbp_01_003.jpg"",""syl/921ledbp_01_004.jpg"",""syl/921ledbp_01_005.jpg"",""syl/921ledbp_01_006.jpg"",""syl/921ledbp_01_007.jpg"",""syl/921ledbp_01_008.jpg"",""syl/921ledbp_01_009.jpg"",""syl/921ledbp_01_010.jpg"",""syl/921ledbp_01_011.jpg"",""syl/921ledbp_01_012.jpg"",""syl/921ledbp_01_013.jpg"",""syl/921ledbp_01_014.jpg"",""syl/921ledbp_01_015.jpg"",""syl/921ledbp_01_016.jpg"",""syl/921ledbp_01_017.jpg"",""syl/921ledbp_01_018.jpg"",""syl/921ledbp_01_019.jpg"",""syl/921ledbp_01_020.jpg"",""syl/921ledbp_01_021.jpg"",""syl/921ledbp_01_022.jpg"",""syl/921ledbp_01_023.jpg"",""syl/921ledbp_01_024.jpg"",""syl/sylvania-921-led-bp2-bop-es-02.jpg"",""syl/sylvania-921-led-bp2-brs-es-10.jpg"",""syl/sylvania-921-led-bp2-coc-es-08.jpg"",""syl/sylvania-921-led-bp2-dif-es-06.jpg"",""syl/sylvania-921-led-bp2-dtp-es-05.jpg"",""syl/sylvania-921-led-bp2-lil-es-07.jpg"",""syl/sylvania-921-led-bp2-mtf-es-04.jpg"",""syl/sylvania-921-led-bp2-opt-es-03.jpg"",""syl/sylvania-921-led-bp2-prm-es-01.jpg"",""syl/sylvania-921-led-bp2-wty-es-09.jpg""}'","[{""Amperage (A)"" : ""0.22 Amp""}, {""Bulb Family"" : ""T5""}, {""Overall Length (mm)"" : ""35mm""}, {""Street Legal"" : ""No""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""Base Type"" : ""W16W""}, {""Bulb Diameter (mm)"" : ""16mm""}, {""Color"" : ""Cool White""}, {""Overall Length (in)"" : ""1-3/8 Inch""}, {""Wattage (W)"" : ""2.8 Watt""}, {""Bulb Diameter (in)"" : ""5/8 Inch""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Bulb Type"" : ""LED""}, {""Number Of Filaments"" : ""1""}, {""Package Quantity"" : ""1""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Industry Number"" : ""921""}]"
SYL,DE3022LEDBP,DE3022 High Performance White ZEVO LED Mini Bulb (Pack of 1),"'{""syl/de3022ledbp_01_001.jpg"",""syl/de3022ledbp_01_002.jpg"",""syl/de3022ledbp_01_003.jpg"",""syl/de3022ledbp_01_004.jpg"",""syl/de3022ledbp_01_005.jpg"",""syl/de3022ledbp_01_006.jpg"",""syl/de3022ledbp_01_007.jpg"",""syl/de3022ledbp_01_008.jpg"",""syl/de3022ledbp_01_009.jpg"",""syl/de3022ledbp_01_010.jpg"",""syl/de3022ledbp_01_011.jpg"",""syl/de3022ledbp_01_012.jpg"",""syl/de3022ledbp_01_013.jpg"",""syl/de3022ledbp_01_014.jpg"",""syl/de3022ledbp_01_015.jpg"",""syl/de3022ledbp_01_016.jpg"",""syl/de3022ledbp_01_017.jpg"",""syl/de3022ledbp_01_018.jpg"",""syl/de3022ledbp_01_019.jpg"",""syl/de3022ledbp_01_020.jpg"",""syl/de3022ledbp_01_021.jpg"",""syl/de3022ledbp_01_022.jpg"",""syl/de3022ledbp_01_023.jpg"",""syl/de3022ledbp_01_024.jpg"",""syl/sylvania-de3022-led-bp-brs-es-10.jpg"",""syl/sylvania-de3022-led-bp-coc-es-08.jpg"",""syl/sylvania-de3022-led-bp-dif-es-06.jpg"",""syl/sylvania-de3022-led-bp-dtp-es-05.jpg"",""syl/sylvania-de3022-led-bp-lil-es-07.jpg"",""syl/sylvania-de3022-led-bp-mtf-es-04.jpg"",""syl/sylvania-de3022-led-bp-opt-es-03.jpg"",""syl/sylvania-de3022-led-bp-prm-es-01.jpg"",""syl/sylvania-de3022-led-bp-wty-es-09.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""0.11 Amp""}, {""Street Legal"" : ""No""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Industry Number"" : ""DE3022""}, {""Bulb Type"" : ""LED""}, {""Number Of Filaments"" : ""1""}, {""Bulb Family"" : ""T10""}, {""Overall Length (in)"" : ""1-1/8 Inch""}, {""Wattage (W)"" : ""1.35 Watt""}]"
SYL,DE3175LEDBP,DE3175 High Performance White ZEVO LED Mini Bulb (Pack of 1),"'{""syl/de3175ledbp_01_001.jpg"",""syl/de3175ledbp_01_002.jpg"",""syl/de3175ledbp_01_003.jpg"",""syl/de3175ledbp_01_004.jpg"",""syl/de3175ledbp_01_005.jpg"",""syl/de3175ledbp_01_006.jpg"",""syl/de3175ledbp_01_007.jpg"",""syl/de3175ledbp_01_008.jpg"",""syl/de3175ledbp_01_009.jpg"",""syl/de3175ledbp_01_010.jpg"",""syl/de3175ledbp_01_011.jpg"",""syl/de3175ledbp_01_012.jpg"",""syl/de3175ledbp_01_013.jpg"",""syl/de3175ledbp_01_014.jpg"",""syl/de3175ledbp_01_015.jpg"",""syl/de3175ledbp_01_016.jpg"",""syl/de3175ledbp_01_017.jpg"",""syl/de3175ledbp_01_018.jpg"",""syl/de3175ledbp_01_019.jpg"",""syl/de3175ledbp_01_020.jpg"",""syl/de3175ledbp_01_021.jpg"",""syl/de3175ledbp_01_022.jpg"",""syl/de3175ledbp_01_023.jpg"",""syl/de3175ledbp_01_024.jpg"",""syl/sylvania-de3175-led-bp-bop-es-02.jpg"",""syl/sylvania-de3175-led-bp-brs-es-10.jpg"",""syl/sylvania-de3175-led-bp-coc-es-08.jpg"",""syl/sylvania-de3175-led-bp-dif-es-06.jpg"",""syl/sylvania-de3175-led-bp-dtp-es-05.jpg"",""syl/sylvania-de3175-led-bp-lil-es-07.jpg"",""syl/sylvania-de3175-led-bp-mtf-es-04.jpg"",""syl/sylvania-de3175-led-bp-opt-es-03.jpg"",""syl/sylvania-de3175-led-bp-prm-es-01.jpg"",""syl/sylvania-de3175-led-bp-wty-es-09.jpg""}'","[{""Bulb Type"" : ""LED""}, {""Industry Number"" : ""DE3175""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Street Legal"" : ""No""}, {""Wattage (W)"" : ""1.35 Watt""}, {""Overall Length (in)"" : ""1-1/8 Inch""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""0.11 Amp""}]"
SYL,DE3423LEDBP,DE3423 High Performance White ZEVO LED Mini Bulb (Pack of 1),"'{""syl/de3423ledbp_01_001.jpg"",""syl/de3423ledbp_01_002.jpg"",""syl/de3423ledbp_01_003.jpg"",""syl/de3423ledbp_01_004.jpg"",""syl/de3423ledbp_01_005.jpg"",""syl/de3423ledbp_01_006.jpg"",""syl/de3423ledbp_01_007.jpg"",""syl/de3423ledbp_01_008.jpg"",""syl/de3423ledbp_01_009.jpg"",""syl/de3423ledbp_01_010.jpg"",""syl/de3423ledbp_01_011.jpg"",""syl/de3423ledbp_01_012.jpg"",""syl/de3423ledbp_01_013.jpg"",""syl/de3423ledbp_01_014.jpg"",""syl/de3423ledbp_01_015.jpg"",""syl/de3423ledbp_01_016.jpg"",""syl/de3423ledbp_01_017.jpg"",""syl/de3423ledbp_01_018.jpg"",""syl/de3423ledbp_01_019.jpg"",""syl/de3423ledbp_01_020.jpg"",""syl/de3423ledbp_01_021.jpg"",""syl/de3423ledbp_01_022.jpg"",""syl/de3423ledbp_01_023.jpg"",""syl/de3423ledbp_01_024.jpg"",""syl/sylvania-de3423-led-bp-coc-es-08.jpg"",""syl/sylvania-de3423-led-bp-dif-es-06.jpg"",""syl/sylvania-de3423-led-bp-dtp-es-05.jpg"",""syl/sylvania-de3423-led-bp-lil-es-07.jpg"",""syl/sylvania-de3423-led-bp-mtf-es-04.jpg"",""syl/sylvania-de3423-led-bp-opt-es-03.jpg"",""syl/sylvania-de3423-led-bp-prm-es-01.jpg"",""syl/sylvania-de3423-led-bp-wty-es-09.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""0.11 Amp""}, {""Street Legal"" : ""No""}, {""Wattage (W)"" : ""1.35 Watt""}, {""Bulb Family"" : ""C8""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Overall Length (in)"" : ""1-3/8 Inch""}, {""Color"" : ""Cool White""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""LED""}, {""Industry Number"" : ""DE3423""}, {""Base Type"" : ""C5W""}]"
SYL,DE3425LEDBP,DE3425 High Performance White ZEVO LED Mini Bulb (Pack of 1),"'{""syl/de3425ledbp_01_001.jpg"",""syl/de3425ledbp_01_002.jpg"",""syl/de3425ledbp_01_003.jpg"",""syl/de3425ledbp_01_004.jpg"",""syl/de3425ledbp_01_005.jpg"",""syl/de3425ledbp_01_006.jpg"",""syl/de3425ledbp_01_007.jpg"",""syl/de3425ledbp_01_008.jpg"",""syl/de3425ledbp_01_009.jpg"",""syl/de3425ledbp_01_010.jpg"",""syl/de3425ledbp_01_011.jpg"",""syl/de3425ledbp_01_012.jpg"",""syl/de3425ledbp_01_013.jpg"",""syl/de3425ledbp_01_014.jpg"",""syl/de3425ledbp_01_015.jpg"",""syl/de3425ledbp_01_016.jpg"",""syl/de3425ledbp_01_017.jpg"",""syl/de3425ledbp_01_018.jpg"",""syl/de3425ledbp_01_019.jpg"",""syl/de3425ledbp_01_020.jpg"",""syl/de3425ledbp_01_021.jpg"",""syl/de3425ledbp_01_022.jpg"",""syl/de3425ledbp_01_023.jpg"",""syl/de3425ledbp_01_024.jpg"",""syl/sylvania-de3425-led-bp-brs-es-10.jpg"",""syl/sylvania-de3425-led-bp-coc-es-08.jpg"",""syl/sylvania-de3425-led-bp-dif-es-06.jpg"",""syl/sylvania-de3425-led-bp-dtp-es-05.jpg"",""syl/sylvania-de3425-led-bp-lil-es-07.jpg"",""syl/sylvania-de3425-led-bp-mtf-es-04.jpg"",""syl/sylvania-de3425-led-bp-opt-es-03.jpg"",""syl/sylvania-de3425-led-bp-prm-es-01.jpg"",""syl/sylvania-de3425-led-bp-wty-es-09.jpg""}'","[{""Number Of Filaments"" : ""1""}, {""Street Legal"" : ""No""}, {""Wattage (W)"" : ""1.35 Watt""}, {""Color"" : ""Cool White""}, {""Overall Length (in)"" : ""1-3/8 Inch""}, {""Industry Number"" : ""DE3425""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Bulb Type"" : ""LED""}, {""Base Type"" : ""Festoon""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""0.11 Amp""}]"
SYL,1156SLBP2,1156 White LED Mini Bulb (Pack of 2),"'{""syl/1156slbp_01_001.jpg"",""syl/1156slbp_01_002.jpg"",""syl/1156slbp_01_003.jpg"",""syl/1156slbp_01_004.jpg"",""syl/1156slbp_01_005.jpg"",""syl/1156slbp_01_006.jpg"",""syl/1156slbp_01_007.jpg"",""syl/1156slbp_01_008.jpg"",""syl/1156slbp_01_009.jpg"",""syl/1156slbp_01_010.jpg"",""syl/1156slbp_01_011.jpg"",""syl/1156slbp_01_012.jpg"",""syl/1156slbp_01_013.jpg"",""syl/1156slbp_01_014.jpg"",""syl/1156slbp_01_015.jpg"",""syl/1156slbp_01_016.jpg"",""syl/1156slbp_01_017.jpg"",""syl/1156slbp_01_018.jpg"",""syl/1156slbp_01_019.jpg"",""syl/1156slbp_01_020.jpg"",""syl/1156slbp_01_021.jpg"",""syl/1156slbp_01_022.jpg"",""syl/1156slbp_01_023.jpg"",""syl/1156slbp_01_024.jpg"",""syl/sylvania-1156-sl-bp2-bop-es-02.jpg"",""syl/sylvania-1156-sl-bp2-coc-es-08.jpg"",""syl/sylvania-1156-sl-bp2-dif-es-07.jpg"",""syl/sylvania-1156-sl-bp2-dtp-es-05.jpg"",""syl/sylvania-1156-sl-bp2-lil-es-06.jpg"",""syl/sylvania-1156-sl-bp2-mtf-es-04.jpg"",""syl/sylvania-1156-sl-bp2-opt-es-03.jpg"",""syl/sylvania-1156-sl-bp2-prm-es-01.jpg"",""syl/sylvania-1156-sl-bp2-wty-es-09.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Wattage (W)"" : ""2 Watt""}, {""Base Type"" : ""P21WSC""}, {""Industry Number"" : ""1156""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Bulb Type"" : ""LED""}, {""Street Legal"" : ""No""}, {""Bulb Family"" : ""S8""}, {""Color"" : ""Cool White""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Amperage (A)"" : ""0.16 Amp""}, {""Number Of Filaments"" : ""1""}]"
SYL,1157ASLBP2,1157A Amber LED Mini Bulb (Pack of 2),"'{""syl/1157aslbp_01_001.jpg"",""syl/1157aslbp_01_002.jpg"",""syl/1157aslbp_01_003.jpg"",""syl/1157aslbp_01_004.jpg"",""syl/1157aslbp_01_005.jpg"",""syl/1157aslbp_01_006.jpg"",""syl/1157aslbp_01_007.jpg"",""syl/1157aslbp_01_008.jpg"",""syl/1157aslbp_01_009.jpg"",""syl/1157aslbp_01_010.jpg"",""syl/1157aslbp_01_011.jpg"",""syl/1157aslbp_01_012.jpg"",""syl/1157aslbp_01_013.jpg"",""syl/1157aslbp_01_014.jpg"",""syl/1157aslbp_01_015.jpg"",""syl/1157aslbp_01_016.jpg"",""syl/1157aslbp_01_017.jpg"",""syl/1157aslbp_01_018.jpg"",""syl/1157aslbp_01_019.jpg"",""syl/1157aslbp_01_020.jpg"",""syl/1157aslbp_01_021.jpg"",""syl/1157aslbp_01_022.jpg"",""syl/1157aslbp_01_023.jpg"",""syl/1157aslbp_01_024.jpg"",""syl/sylvania-1157a-sl-bp2-coc-es-08.jpg"",""syl/sylvania-1157a-sl-bp2-dif-es-07.jpg"",""syl/sylvania-1157a-sl-bp2-dtp-es-05.jpg"",""syl/sylvania-1157a-sl-bp2-lil-es-06.jpg"",""syl/sylvania-1157a-sl-bp2-mtf-es-04.jpg"",""syl/sylvania-1157a-sl-bp2-opt-es-03.jpg"",""syl/sylvania-1157a-sl-bp2-prm-es-01.jpg"",""syl/sylvania-1157a-sl-bp2-wty-es-09.jpg""}'","[{""Base Type"" : ""P21/5WDC""}, {""Bulb Diameter (in)"" : ""13/16 Inch""}, {""Street Legal"" : ""No""}, {""Wattage (W)"" : ""0.6, 0.2 Watt""}, {""Overall Length (in)"" : ""1-13/16 Inch""}, {""Bulb Family"" : ""Bay DC""}, {""Amperage (A)"" : ""0.05, 0.02 Amp""}, {""Number Of Filaments"" : ""2""}, {""Industry Number"" : ""1157A""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Color"" : ""Amber""}, {""Bulb Type"" : ""LED""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Light Center Length (in)"" : ""1-1/4 Inch""}]"
SYL,1157SLBP2,1157 White LED Mini Bulb (Pack of 2),"'{""syl/1157slbp_01_001.jpg"",""syl/1157slbp_01_002.jpg"",""syl/1157slbp_01_003.jpg"",""syl/1157slbp_01_004.jpg"",""syl/1157slbp_01_005.jpg"",""syl/1157slbp_01_006.jpg"",""syl/1157slbp_01_007.jpg"",""syl/1157slbp_01_008.jpg"",""syl/1157slbp_01_009.jpg"",""syl/1157slbp_01_010.jpg"",""syl/1157slbp_01_011.jpg"",""syl/1157slbp_01_012.jpg"",""syl/1157slbp_01_013.jpg"",""syl/1157slbp_01_014.jpg"",""syl/1157slbp_01_015.jpg"",""syl/1157slbp_01_016.jpg"",""syl/1157slbp_01_017.jpg"",""syl/1157slbp_01_018.jpg"",""syl/1157slbp_01_019.jpg"",""syl/1157slbp_01_020.jpg"",""syl/1157slbp_01_021.jpg"",""syl/1157slbp_01_022.jpg"",""syl/1157slbp_01_023.jpg"",""syl/1157slbp_01_024.jpg"",""syl/sylvania-1157-sl-bp2-bop-es-02.jpg"",""syl/sylvania-1157-sl-bp2-coc-es-08.jpg"",""syl/sylvania-1157-sl-bp2-dif-es-07.jpg"",""syl/sylvania-1157-sl-bp2-dtp-es-05.jpg"",""syl/sylvania-1157-sl-bp2-lil-es-06.jpg"",""syl/sylvania-1157-sl-bp2-mtf-es-04.jpg"",""syl/sylvania-1157-sl-bp2-opt-es-03.jpg"",""syl/sylvania-1157-sl-bp2-prm-es-01.jpg"",""syl/sylvania-1157-sl-bp2-wty-es-09.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Wattage (W)"" : ""0.55, 1.9 Watt""}, {""Amperage (A)"" : ""0.04, 0.15 Amp""}, {""Bulb Type"" : ""LED""}, {""Color"" : ""Cool White""}, {""Color Temperature (Kelvin)"" : ""6000K""}, {""Bulb Diameter (in)"" : ""13/16 Inch""}, {""Industry Number"" : ""1157""}, {""Base Type"" : ""P21/5WDC""}, {""Number Of Filaments"" : ""2""}, {""Bulb Family"" : ""S8""}, {""Street Legal"" : ""No""}]"
